,GAME_ID,GAME_DATE,MATCHUP
1,0021700002,2017-10-17,HOU @ GSW
2,0021700001,2017-10-17,BOS @ CLE
4,0021700011,2017-10-18,MIN @ SAS
6,0021700012,2017-10-18,POR @ PHX
9,0021700007,2017-10-18,MIL @ BOS
11,0021700005,2017-10-18,MIA @ ORL
12,0021700003,2017-10-18,CHA @ DET
15,0021700004,2017-10-18,BKN @ IND
16,0021700010,2017-10-18,DEN @ UTA
18,0021700009,2017-10-18,ATL @ DAL
21,0021700013,2017-10-18,HOU @ SAC
23,0021700006,2017-10-18,PHI @ WAS
24,0021700008,2017-10-18,NOP @ MEM
26,0021700016,2017-10-19,LAC @ LAL
28,0021700015,2017-10-19,NYK @ OKC
31,0021700014,2017-10-19,CHI @ TOR
32,0021700019,2017-10-20,BOS @ PHI
34,0021700026,2017-10-20,LAL @ PHX
37,0021700022,2017-10-20,ORL @ BKN
38,0021700018,2017-10-20,POR @ IND
40,0021700021,2017-10-20,CLE @ MIL
42,0021700024,2017-10-20,SAC @ DAL
45,0021700023,2017-10-20,UTA @ MIN
46,0021700017,2017-10-20,ATL @ CHA
49,0021700020,2017-10-20,DET @ WAS
51,0021700025,2017-10-20,GSW @ NOP
52,0021700031,2017-10-21,SAS @ CHI
55,0021700030,2017-10-21,DET @ NYK
56,0021700028,2017-10-21,ORL @ CLE
59,0021700032,2017-10-21,DAL @ HOU
60,0021700029,2017-10-21,IND @ MIA
63,0021700037,2017-10-21,PHX @ LAC
65,0021700036,2017-10-21,OKC @ UTA
67,0021700034,2017-10-21,POR @ MIL
68,0021700035,2017-10-21,SAC @ DEN
71,0021700027,2017-10-21,PHI @ TOR
73,0021700033,2017-10-21,GSW @ MEM
75,0021700040,2017-10-22,NOP @ LAL
76,0021700038,2017-10-22,ATL @ BKN
79,0021700039,2017-10-22,MIN @ OKC
81,0021700046,2017-10-23,TOR @ SAS
83,0021700048,2017-10-23,SAC @ PHX
85,0021700043,2017-10-23,MEM @ HOU
87,0021700041,2017-10-23,PHI @ DET
89,0021700042,2017-10-23,ATL @ MIA
91,0021700045,2017-10-23,GSW @ DAL
92,0021700044,2017-10-23,CHA @ MIL
94,0021700047,2017-10-23,WAS @ DEN
96,0021700051,2017-10-24,NYK @ BOS
98,0021700049,2017-10-24,CHI @ CLE
101,0021700050,2017-10-24,BKN @ ORL
102,0021700054,2017-10-24,UTA @ LAC
104,0021700053,2017-10-24,NOP @ POR
107,0021700052,2017-10-24,IND @ MIN
108,0021700057,2017-10-25,HOU @ PHI
111,0021700063,2017-10-25,TOR @ GSW
113,0021700064,2017-10-25,WAS @ LAL
115,0021700062,2017-10-25,UTA @ PHX
117,0021700058,2017-10-25,CLE @ BKN
119,0021700056,2017-10-25,MIN @ DET
120,0021700059,2017-10-25,SAS @ MIA
122,0021700061,2017-10-25,MEM @ DAL
125,0021700055,2017-10-25,DEN @ CHA
126,0021700060,2017-10-25,IND @ OKC
128,0021700065,2017-10-26,ATL @ CHI
131,0021700068,2017-10-26,LAC @ POR
132,0021700067,2017-10-26,BOS @ MIL
135,0021700069,2017-10-26,NOP @ SAC
136,0021700066,2017-10-26,DAL @ MEM
139,0021700075,2017-10-27,WAS @ GSW
140,0021700076,2017-10-27,TOR @ LAL
142,0021700073,2017-10-27,BKN @ NYK
144,0021700071,2017-10-27,SAS @ ORL
146,0021700072,2017-10-27,DEN @ ATL
149,0021700074,2017-10-27,OKC @ MIN
151,0021700070,2017-10-27,HOU @ CHA
153,0021700079,2017-10-28,OKC @ CHI
154,0021700078,2017-10-28,BOS @ MIA
156,0021700084,2017-10-28,DET @ LAC
159,0021700083,2017-10-28,PHX @ POR
161,0021700082,2017-10-28,LAL @ UTA
162,0021700081,2017-10-28,PHI @ DAL
164,0021700080,2017-10-28,HOU @ MEM
167,0021700077,2017-10-28,CLE @ NOP
168,0021700091,2017-10-29,DET @ GSW
171,0021700087,2017-10-29,DEN @ BKN
172,0021700090,2017-10-29,NYK @ CLE
175,0021700086,2017-10-29,SAS @ IND
177,0021700085,2017-10-29,MIL @ ATL
178,0021700089,2017-10-29,WAS @ SAC
181,0021700088,2017-10-29,ORL @ CHA
182,0021700094,2017-10-30,DEN @ NYK
184,0021700092,2017-10-30,SAS @ BOS
186,0021700095,2017-10-30,PHI @ HOU
189,0021700093,2017-10-30,MIN @ MIA
191,0021700100,2017-10-30,GSW @ LAC
192,0021700099,2017-10-30,TOR @ POR
194,0021700098,2017-10-30,DAL @ UTA
196,0021700096,2017-10-30,CHA @ MEM
199,0021700097,2017-10-30,ORL @ NOP
201,0021700104,2017-10-31,DET @ LAL
202,0021700102,2017-10-31,PHX @ BKN
204,0021700101,2017-10-31,SAC @ IND
206,0021700103,2017-10-31,OKC @ MIL
208,0021700107,2017-11-01,ATL @ PHI
211,0021700111,2017-11-01,HOU @ NYK
212,0021700109,2017-11-01,SAC @ BOS
214,0021700106,2017-11-01,IND @ CLE
217,0021700110,2017-11-01,CHI @ MIA
218,0021700116,2017-11-01,DAL @ LAC
220,0021700115,2017-11-01,POR @ UTA
222,0021700114,2017-11-01,TOR @ DEN
224,0021700105,2017-11-01,MIL @ CHA
226,0021700108,2017-11-01,PHX @ WAS
228,0021700112,2017-11-01,ORL @ MEM
230,0021700113,2017-11-01,MIN @ NOP
233,0021700117,2017-11-02,GSW @ SAS
235,0021700118,2017-11-02,LAL @ POR
237,0021700121,2017-11-03,IND @ PHI
238,0021700126,2017-11-03,CHA @ SAS
240,0021700130,2017-11-03,BKN @ LAL
242,0021700124,2017-11-03,PHX @ NYK
245,0021700120,2017-11-03,CHI @ ORL
247,0021700119,2017-11-03,MIL @ DET
249,0021700128,2017-11-03,TOR @ UTA
250,0021700123,2017-11-03,HOU @ ATL
253,0021700125,2017-11-03,NOP @ DAL
255,0021700127,2017-11-03,MIA @ DEN
257,0021700122,2017-11-03,CLE @ WAS
259,0021700129,2017-11-03,BOS @ OKC
260,0021700133,2017-11-04,NOP @ CHI
263,0021700132,2017-11-04,SAC @ DET
265,0021700131,2017-11-04,MEM @ LAC
267,0021700135,2017-11-04,GSW @ DEN
269,0021700134,2017-11-04,DAL @ MIN
270,0021700141,2017-11-05,PHX @ SAS
272,0021700145,2017-11-05,MEM @ LAL
274,0021700142,2017-11-05,IND @ NYK
277,0021700136,2017-11-05,ATL @ CLE
278,0021700140,2017-11-05,UTA @ HOU
281,0021700138,2017-11-05,BOS @ ORL
283,0021700137,2017-11-05,MIA @ LAC
285,0021700144,2017-11-05,OKC @ POR
287,0021700143,2017-11-05,CHA @ MIN
288,0021700139,2017-11-05,WAS @ TOR
291,0021700148,2017-11-06,MIA @ GSW
293,0021700147,2017-11-06,BKN @ PHX
295,0021700146,2017-11-06,BOS @ ATL
296,0021700154,2017-11-07,LAC @ SAS
299,0021700152,2017-11-07,CHA @ NYK
301,0021700149,2017-11-07,MIL @ CLE
303,0021700157,2017-11-07,MEM @ POR
304,0021700150,2017-11-07,NOP @ IND
306,0021700156,2017-11-07,PHI @ UTA
308,0021700158,2017-11-07,OKC @ SAC
311,0021700155,2017-11-07,BKN @ DEN
312,0021700151,2017-11-07,DAL @ WAS
315,0021700153,2017-11-07,CHI @ TOR
316,0021700163,2017-11-08,MIN @ GSW
319,0021700162,2017-11-08,MIA @ PHX
320,0021700161,2017-11-08,LAL @ BOS
323,0021700160,2017-11-08,NYK @ ORL
325,0021700159,2017-11-08,IND @ DET
327,0021700166,2017-11-09,CLE @ HOU
328,0021700167,2017-11-09,PHI @ SAC
330,0021700168,2017-11-09,OKC @ DEN
333,0021700164,2017-11-09,LAL @ WAS
335,0021700165,2017-11-09,NOP @ TOR
336,0021700173,2017-11-10,MIL @ SAS
339,0021700171,2017-11-10,IND @ CHI
341,0021700174,2017-11-10,ORL @ PHX
343,0021700170,2017-11-10,CHA @ BOS
344,0021700169,2017-11-10,ATL @ DET
347,0021700176,2017-11-10,BKN @ POR
349,0021700175,2017-11-10,MIA @ UTA
351,0021700172,2017-11-10,LAC @ OKC
352,0021700184,2017-11-11,PHI @ GSW
354,0021700183,2017-11-11,CHI @ SAS
357,0021700179,2017-11-11,SAC @ NYK
359,0021700186,2017-11-11,MIN @ PHX
361,0021700180,2017-11-11,MEM @ HOU
362,0021700187,2017-11-11,BKN @ UTA
365,0021700181,2017-11-11,CLE @ DAL
366,0021700182,2017-11-11,LAL @ MIL
368,0021700185,2017-11-11,ORL @ DEN
370,0021700177,2017-11-11,ATL @ WAS
373,0021700178,2017-11-11,LAC @ NOP
375,0021700188,2017-11-12,TOR @ BOS
376,0021700189,2017-11-12,MIA @ DET
379,0021700190,2017-11-12,HOU @ IND
380,0021700191,2017-11-12,DAL @ OKC
382,0021700199,2017-11-13,ORL @ GSW
385,0021700193,2017-11-13,CLE @ NYK
386,0021700196,2017-11-13,LAL @ PHX
388,0021700198,2017-11-13,DEN @ POR
391,0021700200,2017-11-13,PHI @ LAC
393,0021700197,2017-11-13,MIN @ UTA
395,0021700194,2017-11-13,MEM @ MIL
397,0021700192,2017-11-13,SAC @ WAS
399,0021700195,2017-11-13,ATL @ NOP
400,0021700201,2017-11-14,BOS @ BKN
403,0021700202,2017-11-14,TOR @ HOU
405,0021700203,2017-11-14,SAS @ DAL
406,0021700214,2017-11-15,PHI @ LAL
408,0021700206,2017-11-15,UTA @ NYK
411,0021700205,2017-11-15,WAS @ MIA
412,0021700213,2017-11-15,ORL @ POR
415,0021700204,2017-11-15,SAC @ ATL
416,0021700209,2017-11-15,DET @ MIL
419,0021700210,2017-11-15,SAS @ MIN
420,0021700207,2017-11-15,CLE @ CHA
422,0021700208,2017-11-15,IND @ MEM
425,0021700212,2017-11-15,CHI @ OKC
426,0021700211,2017-11-15,TOR @ NOP
429,0021700216,2017-11-16,HOU @ PHX
431,0021700215,2017-11-16,GSW @ BOS
432,0021700223,2017-11-17,OKC @ SAS
434,0021700227,2017-11-17,PHX @ LAL
437,0021700222,2017-11-17,CHA @ CHI
438,0021700219,2017-11-17,UTA @ BKN
440,0021700220,2017-11-17,LAC @ CLE
443,0021700217,2017-11-17,DET @ IND
444,0021700224,2017-11-17,MIN @ DAL
446,0021700225,2017-11-17,POR @ SAC
448,0021700226,2017-11-17,NOP @ DEN
450,0021700218,2017-11-17,MIA @ WAS
452,0021700221,2017-11-17,NYK @ TOR
455,0021700231,2017-11-18,GSW @ PHI
456,0021700229,2017-11-18,UTA @ ORL
459,0021700234,2017-11-18,SAC @ POR
461,0021700230,2017-11-18,BOS @ ATL
463,0021700233,2017-11-18,MIL @ DAL
464,0021700228,2017-11-18,LAC @ CHA
466,0021700232,2017-11-18,HOU @ MEM
469,0021700240,2017-11-19,DEN @ LAL
470,0021700239,2017-11-19,CHI @ PHX
473,0021700236,2017-11-19,GSW @ BKN
475,0021700235,2017-11-19,IND @ MIA
477,0021700238,2017-11-19,DET @ MIN
479,0021700237,2017-11-19,WAS @ TOR
481,0021700244,2017-11-20,UTA @ PHI
482,0021700250,2017-11-20,ATL @ SAS
484,0021700245,2017-11-20,LAC @ NYK
487,0021700243,2017-11-20,IND @ ORL
489,0021700242,2017-11-20,CLE @ DET
491,0021700249,2017-11-20,BOS @ DAL
492,0021700247,2017-11-20,WAS @ MIL
495,0021700251,2017-11-20,DEN @ SAC
496,0021700241,2017-11-20,MIN @ CHA
499,0021700246,2017-11-20,POR @ MEM
500,0021700248,2017-11-20,OKC @ NOP
503,0021700252,2017-11-21,CHI @ LAL
505,0021700255,2017-11-22,POR @ PHI
507,0021700258,2017-11-22,TOR @ NYK
509,0021700264,2017-11-22,MIL @ PHX
510,0021700254,2017-11-22,BKN @ CLE
513,0021700259,2017-11-22,DEN @ HOU
515,0021700257,2017-11-22,BOS @ MIA
517,0021700256,2017-11-22,LAC @ ATL
518,0021700265,2017-11-22,CHI @ UTA
520,0021700266,2017-11-22,LAL @ SAC
522,0021700261,2017-11-22,ORL @ MIN
524,0021700253,2017-11-22,WAS @ CHA
527,0021700260,2017-11-22,DAL @ MEM
528,0021700263,2017-11-22,GSW @ OKC
530,0021700262,2017-11-22,SAS @ NOP
533,0021700276,2017-11-24,CHI @ GSW
535,0021700275,2017-11-24,NOP @ PHX
537,0021700269,2017-11-24,ORL @ BOS
538,0021700267,2017-11-24,POR @ BKN
541,0021700270,2017-11-24,CHA @ CLE
543,0021700271,2017-11-24,TOR @ IND
545,0021700268,2017-11-24,NYK @ ATL
546,0021700272,2017-11-24,MIA @ MIN
549,0021700274,2017-11-24,MEM @ DEN
551,0021700273,2017-11-24,DET @ OKC
552,0021700278,2017-11-25,ORL @ PHI
555,0021700284,2017-11-25,NOP @ GSW
557,0021700282,2017-11-25,NYK @ HOU
559,0021700281,2017-11-25,BOS @ IND
560,0021700280,2017-11-25,TOR @ ATL
563,0021700285,2017-11-25,MIL @ UTA
565,0021700283,2017-11-25,OKC @ DAL
566,0021700286,2017-11-25,LAC @ SAC
569,0021700277,2017-11-25,SAS @ CHA
570,0021700279,2017-11-25,POR @ WAS
573,0021700287,2017-11-26,MIA @ CHI
574,0021700288,2017-11-26,PHX @ MIN
576,0021700289,2017-11-26,BKN @ MEM
579,0021700291,2017-11-27,CLE @ PHI
580,0021700296,2017-11-27,SAC @ GSW
582,0021700295,2017-11-27,DAL @ SAS
585,0021700293,2017-11-27,POR @ NYK
586,0021700292,2017-11-27,DET @ BOS
588,0021700294,2017-11-27,BKN @ HOU
591,0021700297,2017-11-27,LAL @ LAC
592,0021700290,2017-11-27,ORL @ IND
595,0021700299,2017-11-28,PHX @ CHI
596,0021700298,2017-11-28,MIA @ CLE
598,0021700301,2017-11-28,DEN @ UTA
600,0021700302,2017-11-28,MIL @ SAC
603,0021700300,2017-11-28,WAS @ MIN
605,0021700305,2017-11-29,WAS @ PHI
607,0021700311,2017-11-29,MEM @ SAS
609,0021700312,2017-11-29,GSW @ LAL
610,0021700306,2017-11-29,MIA @ NYK
612,0021700308,2017-11-29,IND @ HOU
614,0021700304,2017-11-29,OKC @ ORL
616,0021700303,2017-11-29,PHX @ DET
619,0021700310,2017-11-29,BKN @ DAL
621,0021700307,2017-11-29,CHA @ TOR
622,0021700309,2017-11-29,MIN @ NOP
625,0021700314,2017-11-30,PHI @ BOS
627,0021700316,2017-11-30,MIL @ POR
629,0021700317,2017-11-30,UTA @ LAC
631,0021700313,2017-11-30,CLE @ ATL
632,0021700315,2017-11-30,CHI @ DEN
635,0021700322,2017-12-01,SAC @ CHI
636,0021700318,2017-12-01,GSW @ ORL
639,0021700321,2017-12-01,CHA @ MIA
640,0021700325,2017-12-01,NOP @ UTA
643,0021700320,2017-12-01,DET @ WAS
645,0021700319,2017-12-01,IND @ TOR
647,0021700323,2017-12-01,SAS @ MEM
649,0021700324,2017-12-01,MIN @ OKC
651,0021700330,2017-12-02,DET @ PHI
652,0021700326,2017-12-02,PHX @ BOS
655,0021700328,2017-12-02,ATL @ BKN
656,0021700329,2017-12-02,MEM @ CLE
658,0021700333,2017-12-02,NOP @ POR
660,0021700327,2017-12-02,LAC @ DAL
662,0021700331,2017-12-02,SAC @ MIL
664,0021700332,2017-12-02,LAL @ DEN
666,0021700338,2017-12-03,HOU @ LAL
668,0021700334,2017-12-03,ORL @ NYK
670,0021700335,2017-12-03,GSW @ MIA
672,0021700336,2017-12-03,LAC @ MIN
674,0021700337,2017-12-03,SAS @ OKC
676,0021700341,2017-12-04,PHX @ PHI
679,0021700348,2017-12-04,DET @ SAS
680,0021700344,2017-12-04,CLE @ CHI
683,0021700343,2017-12-04,MIL @ BOS
684,0021700340,2017-12-04,NYK @ IND
686,0021700342,2017-12-04,BKN @ ATL
689,0021700347,2017-12-04,DEN @ DAL
691,0021700349,2017-12-04,WAS @ UTA
693,0021700339,2017-12-04,ORL @ CHA
695,0021700345,2017-12-04,MIN @ MEM
697,0021700346,2017-12-04,GSW @ NOP
699,0021700352,2017-12-05,WAS @ POR
701,0021700350,2017-12-05,PHX @ TOR
703,0021700351,2017-12-05,UTA @ OKC
704,0021700361,2017-12-06,MIA @ SAS
707,0021700357,2017-12-06,MEM @ NYK
709,0021700356,2017-12-06,DAL @ BOS
710,0021700353,2017-12-06,SAC @ CLE
713,0021700355,2017-12-06,ATL @ ORL
715,0021700362,2017-12-06,MIN @ LAC
717,0021700354,2017-12-06,CHI @ IND
719,0021700359,2017-12-06,DET @ MIL
720,0021700358,2017-12-06,GSW @ CHA
723,0021700360,2017-12-06,DEN @ NOP
725,0021700363,2017-12-07,LAL @ PHI
727,0021700364,2017-12-07,WAS @ PHX
728,0021700365,2017-12-07,OKC @ BKN
730,0021700366,2017-12-07,HOU @ UTA
733,0021700374,2017-12-08,BOS @ SAS
734,0021700370,2017-12-08,DEN @ ORL
737,0021700368,2017-12-08,GSW @ DET
739,0021700369,2017-12-08,CLE @ IND
741,0021700372,2017-12-08,DAL @ MIL
742,0021700367,2017-12-08,CHI @ CHA
745,0021700371,2017-12-08,TOR @ MEM
747,0021700373,2017-12-08,SAC @ NOP
749,0021700380,2017-12-09,NYK @ CHI
751,0021700383,2017-12-09,SAS @ PHX
752,0021700376,2017-12-09,MIA @ BKN
755,0021700379,2017-12-09,PHI @ CLE
757,0021700375,2017-12-09,WAS @ LAC
759,0021700384,2017-12-09,HOU @ POR
761,0021700378,2017-12-09,ORL @ ATL
762,0021700381,2017-12-09,UTA @ MIL
765,0021700377,2017-12-09,LAL @ CHA
766,0021700382,2017-12-09,OKC @ MEM
769,0021700390,2017-12-10,ATL @ NYK
771,0021700386,2017-12-10,BOS @ DET
772,0021700387,2017-12-10,DEN @ IND
775,0021700385,2017-12-10,TOR @ SAC
776,0021700388,2017-12-10,DAL @ MIN
779,0021700389,2017-12-10,PHI @ NOP
780,0021700395,2017-12-11,POR @ GSW
782,0021700391,2017-12-11,BOS @ CHI
785,0021700392,2017-12-11,NOP @ HOU
787,0021700396,2017-12-11,TOR @ LAC
789,0021700393,2017-12-11,MIA @ MEM
791,0021700394,2017-12-11,CHA @ OKC
792,0021700399,2017-12-12,LAL @ NYK
794,0021700400,2017-12-12,WAS @ BKN
796,0021700397,2017-12-12,ATL @ CLE
799,0021700398,2017-12-12,DEN @ DET
800,0021700402,2017-12-12,SAS @ DAL
803,0021700403,2017-12-12,PHX @ SAC
805,0021700401,2017-12-12,PHI @ MIN
806,0021700409,2017-12-13,UTA @ CHI
809,0021700411,2017-12-13,TOR @ PHX
810,0021700407,2017-12-13,DEN @ BOS
813,0021700412,2017-12-13,CHA @ HOU
815,0021700405,2017-12-13,LAC @ ORL
817,0021700408,2017-12-13,POR @ MIA
818,0021700404,2017-12-13,OKC @ IND
821,0021700406,2017-12-13,MEM @ WAS
823,0021700410,2017-12-13,MIL @ NOP
824,0021700417,2017-12-14,DAL @ GSW
827,0021700414,2017-12-14,NYK @ BKN
828,0021700415,2017-12-14,LAL @ CLE
831,0021700413,2017-12-14,DET @ ATL
832,0021700416,2017-12-14,SAC @ MIN
